Party Lists of Unsuccessful Registered Parties
"Alliance"
"2","BROOKES, Grant Donald"
"3","FOWLER, Roger Norman"
"4","BLADE, Elliott Reece"
"5","DUCAT, Michelle Catherine"
"6","KAIPO, Martin"
"7","BLACK, Cordelia Ann"
"8","COOPER, Stephen Thomas"
"9","LAWLESS, Daphne Antonia"
"10","ROGERS, Grant Thomas"
"11","ARCHER, Donald Wilfred"
"12","O'DEA, Patrick John"
"13","BEECHEY, Bronwen Eveline"
"14","HUGHES, Robyn"
"15","DOHERTY, Benjamin Louis Vincent"
"16","COPELAND, Rafe Brindley"
"17","LAI, Michael Majin"
"18","ROLINSON, Curwen David Reddell"
"19","HUGHES, Peter Michael"
"20","COLYER, David John"
"21","WEBSTER, Kyle"
"22","RICHARDSON, Samuel David"
"23","PEARCE, Thomas"
"24","PARKER, Leonard Charles"
"25","WILLIAMS, Jonathan Charles"
"26","de WAAL, Peter"
"The Bill and Ben Party"
"1","LINEHAN, Jamie Kevin"
"2","BOYCE, Benjamin Ross"
"The Republic of New Zealand Party"
"1","BEVIN, Kerry"
"2","GIELEN, Jack"
"3","LLEWELL, David Rex"
"4","DOCHERTY, Brett David"
"5","HARNISH, Justin"
"6","MACARTNEY, David Edwin"
"Workers Party"
"1","FRANKS, Donald George"
"2","WHITMORE, Daphna Kaye"
"3","KELLY, Nicholas Jonathan"
"4","HOPKINSON, Paul Barry"
"5","CLARK, Byron Charles"
"6","FREEMANTLE, Jasmine Aletia"
"7","BROAD, Rebecca Anne"
"8","BOWRON, Timothy Hugh"
"9","ISLE, Jennifer Lucy"
"10","PRATLEY, Heleyni Anna"
"11","COSGROVE, Joel Manu"
"12","PRATLEY, Marika Sarah"
"13","GLUE, Joshua Barnaby"
"14","SCULLIN, Nicolas Fitzgerald"
